title,content,rating
Không hài lòng,"Ko giống loại đã mua, nhìn rất mỏng, như hàng loại2 vậy",2
Cực kì hài lòng,"Đã nhận hàng, đủ số lựơng. Chất lượng tốt",5
Cực kì hài lòng,Sản phẩm như hình. Giao hàng nhanh. Ok lắm ạ,5
Cực kì hài lòng,"Giao nhanh, canh sale giá hợp lý hơn bên ngoài, tã mềm êm, bé ko bú đêm dùng 1 miếng 12 tiếng khá khô rÁo",5
Cực kì hài lòng,Hàng chuẩn,5
Cực kì hài lòng,"Đã sử dụng và mua thêm, bỉm cực kì chất lượng. Mình đặt hàng sớm lúc 0h01p mà không có quà ạ?",5
Cực kì hài lòng,Sp dùng ok phù hợp bé,5
Không hài lòng,"Dùng bỉm này bị tràn, giá cao so với bỉm khác nhưng chất lượng không bằng.",2
Cực kì hài lòng,"Giao hàng nhanh, quà tặng đẹp, rất hài lòng",5
Cực kì hài lòng,"Sản phẩm như ý, giao hàng nhanh, sẽ ủng hộ shop lâu dài",5
Cực kì hài lòng,"Bỉm mỏng, chun mềm, thấm hút tốt",5
Cực kì hài lòng,"Tả mềm, bé mặc cả đêm ok, không hâm.",5
Cực kì hài lòng,rất ok,5
Cực kì hài lòng,Sp êm. Nhưng siZe nhỏ. Các mẹ tăng 1-2 size khi mua nhé.,5
Cực kì hài lòng,"sản phẩm tốt, giao hàng nhanh",5
Cực kì hài lòng,Dùng siêu thích; xịn nhất trong các loại bỉm m từng cho con dùng,5
Cực kì hài lòng,Bé nhà mình 10kg mặc dán size l vừa nhưng quần L không thoải mái lắm,5
Cực kì hài lòng,"sản phẩm ok. giao hơi chậm , cạp cao quá nên cảm giác hơi bí",5
Cực kì hài lòng,Rất mềm mại.,5
Hài lòng,Sản phẩm chất lượng tốt nhưng tiki giao hàng quá lâu k nhanh bằng shopee,4
Cực kì hài lòng,Dùng từ hồi bé 3 tháng tới giờ luôn ưng cái bụng ad,5
Hài lòng,"Giao hàng chuẩn nguyên seal Mùi hương dịu. Tin dùng đã lâu. Khi mua được tặng khuyến mại thêm 2 chai nước rửa bát, nhìn giống như chiết đổ từ can to vào (không seal, chai vơi thiếu khoảng >20%), hao hụt hơi nhiều nha =)))) Tuy là tặng nhưng cũng nên chỉn chu chút chứ Tiki?",4
Cực kì hài lòng,"Rất thích TiKi giao hàng nha, đóng gói rất cẩn thận, hàng Uniliver luôn làm hài lòng KH nhe mn, hàng tặng đúng như mô tả luôn",5
Cực kì hài lòng,Sản phẩm này tốt. Sẽ ủng hộ cho những lần mua hàng sau,5
Cực kì hài lòng,"Sản phẩm đúng mô tả: nước xả Comfort luôn làm tôi hài lòng, đặc biệt là mùi thơm. Tiki luôn giao hàng đúng hẹn và đóng gói cẩn thận. Totally recommended.",5
Cực kì hài lòng,"Giá mềm, có kèm compo quà tặng, ship hàng nhanh chóng",5
Cực kì hài lòng,Giao siêu nhanh quà cũng được,5
Cực kì hài lòng,"Hương thơm, đóng gói cẩn thận, giao hàng nhanh sẽ mua lại👍👍👍👍👍👍👍👍",5
Cực kì hài lòng,"comfort vẫn dùng trước giờ. vải mềm hơn sau khi giặt, đỡ hôi quần áo nhưng hương không lưu được lâu. thích mua trên tiki, canh lúc khuyến mãi mua còn thêm quà và giá ổn",5
Cực kì hài lòng,"Sale giá quá mềm, còn được tặng quá trời quà luôn. 2 bịch này không biết khi nào mới dùng hết luôn đó trời. Cảm ơn Tiki nhé.",5
Cực kì hài lòng,"Mùi rất thơm, chất lượng tốt, tiki gói hàng cẩn thận, giao hàng 2h siêu nhanh. rất ưng ý",5
Cực kì hài lòng,Tạm ổn,5
Hài lòng,"sản phẩm tốt, giá cũng tốt, có cái là thấy quảng cáo có quà tặng, mà khui ra ko có gì.",4
Cực kì hài lòng,"Rất thơm, mình dùng màu này rất lâu và đến giờ vẫn thik",5
Cực kì hài lòng,Mua lần thứ n cứ sales là canh mua. Giao cẩn thận. Quà tặng kèm là khăn (lau ko thấm hút nước lắm) và lăn khử mùi thì ko thích lắm phải chi tặng túi canvas :),5
Cực kì hài lòng,Tiki giao hàng nhanh. Dạo này tiki đóng gói và vận chuyển không ổn lắm. Dù bên trong còn nguyên vẹn như ng hộp mỏng bị móp méo nhiều.,5
Cực kì hài lòng,"sản phẩm chất lượng, mua được giá rẻ lại có quà tặng kèm, đóng gói cẩn thận, ko bị đổ ra ngoài, shipper thân thiện. hài lòng",5
Cực kì hài lòng,Hàng đẹp quá lun. Đúng size. Rất hài lòng. Sẽ luôn ủng hộ. Hình ảnh chỉ mang tính chất nhận xu.....,5
Hài lòng,"Mình rất thích mùi này vì nó nhẹ nhàng, phù hợp cho em bé. Shop giao hàng nhanh.",4
Cực kì hài lòng,Giao hàng nhanh giao hàng nhanh đóng gói cẩn thận mua rất nhiều lần sản phẩm rất tốt lại còn được tặng hộp nhựa và khăn tắm cảm ơn Tiki va shop nhiều!,5
Không hài lòng,Hình ghi đơn từ 349 được tặng viên giặt mà đơn thanh toán cả 500 ngàn mở ra không thấy viên giặt đâu,2
Cực kì hài lòng,"Giao hàng nhanh, đóng gói cẩn thận. Sản phẩm chất lượng, giá hợp lý.",5
Cực kì hài lòng,Canh sale nên mua dc giá tốt. Sẽ mua lại 👍🏻👍🏻👍🏻👍🏻👍🏻,5
Cực kì hài lòng,Hàng chính hãng.nên mua nha mn,5
Hài lòng,Tôi k nhận được quà tặng đi kèm. Vui lòng xử lý,4
Cực kì hài lòng,"Mùi thơm nhẹ nhàng, thích nhất mùi này, giao hàng nhanh, đóng gói cẩn thận",5
Cực kì hài lòng,Đã mua nhiều lần nhưng chưa săn đc sp khuyến mãi .sp đúng như mô tả .chất lượng tốt,5
Cực kì hài lòng,Hài lòng lắm nha. Mua nước xả vải còn được tặng kèm hộp đựng thực phẩm. Hàng chính hãng không có gì chê cả,5
Cực kì hài lòng,Hàng đã giao nhanh chóng. Nhưng không có bình nước khuyến mại đâu?,5
Cực kì hài lòng,Giao hàng nhanh! Mùi hương thơm lâu! Sẽ ủng hộ shop,5
Hài lòng,Tiki luôn giao nhanh và hàng luôn chất lượng chỉ là hôm nay m mua hoá đơn 575k nhưng vẫn k thấy quà tặng kèm đâu,4
Cực kì hài lòng,"sp ổn trong tầm giá, săn đc deal khá hời, đáng mua nghen mọi người. (hình ảnh mang tính chất minh hoạ)",5
Cực kì hài lòng,"Nước xả vải tốt, thơm luôn tin dùng. Mua của Tiki Trading, được lúc sale và có mgg nên chỉ có 358k/2 túi.",5
Cực kì hài lòng,Mùi thơm dễ chịu thích hợp với em bé thiệt,5
Cực kì hài lòng,"Nhận hàng quá nhanh còn nhận được quà khuyến mãi..tuyệt. Cho shop 5 sao, sẽ tiếp tục mua hàng của shop khi cần..:)",5
Cực kì hài lòng,"Sản phẩm đóng gói chắc chắn , thơm lâu , giao hàng nhanh , ship khá uy tín",5
Cực kì hài lòng,sản phẩm tốt mùi thơm dễ chịu,5
Hài lòng,rất tuyệt,4
Cực kì hài lòng,"ưng nhất dịch vụ bên tiki, tikinow, giao hàng nhanh chóng, an toàn và luôn đảm bảo chất lượng.",5
Cực kì hài lòng,"giá rẻ,nhiều quà tặng,giao hàng siêu nhanh",5
Rất không hài lòng,Giao không đúng sản phẩm KH chọn,1
Cực kì hài lòng,Cungt tạm thôi. Giá mắt hơn siêu thị nhiều. Mua ở tiki cho vui thôi .xem thử khác nhau k,5
Hài lòng,"thơm hết chỗ chê giá tốt mình sẽ luôn ủng hộ, rẻ dễ được giá tốt mình rất thích",4
Cực kì hài lòng,Hàng giao nhanh chóng. Đóng gói cẩn thận. Đã quen dùng loại nước xả vải này,5
Cực kì hài lòng,"Giao hàng nhanh, đóng gói kỹ, quà tặng đầy đủ. Sẽ ủng hộ deal nhiều nhiều.",5
Rất không hài lòng,Bình nước tặng kèm shop ko giao,1
Cực kì hài lòng,"Nước xả này dùng thơm, an toàn. Hàng tặng nên bịch nhỏ, dùng đc vài lần.",5
Cực kì hài lòng,quà rất to 😅😅😅 giá tốt nha mn.,5
Cực kì hài lòng,Thơm,5
Cực kì hài lòng,Giao hàng nhanh chưa biết dùng thơm k 🤣🤣🤣🤣,5
Cực kì hài lòng,"nuoc xả thơm mùi dễ chịu. được tặng kèm những gói xả nhỏ, dầu gội, sữa tắm mini rất thik. hết sẽ mua lại",5
Cực kì hài lòng,oke hàng chất lượng jhagajkfnncnsbabhnsndnd,5
Cực kì hài lòng,"Giao hàng nhanh, đóng gói cẩn thận",5
Cực kì hài lòng,Nước xả vải mùi thơm dễ chịu. Quần áo và khăn tắm rất mềm sau khi xả. Giá mua tốt,5
Hài lòng,Ko có gởi cho mình quà tặng là 2 hộp nhựa màu vàng- ngày mua là có chương trình tặng 2hộp nhựa,4
Cực kì hài lòng,sản phẩm tốt. mình mua được sale 25% và được quà tặng kèm hai gói nhỏ nữa. phải nói là hời dã man các bác ạ.,5
Cực kì hài lòng,Comfort cho da nhạy cảm hương thơm dễ chịu giá rẻ giao hàng nhanh,5
Cực kì hài lòng,"Sản phẩm y như hình mùi thơm nhẹ dễ chịu,shop kèm theo quà tặng rất OK",5
Cực kì hài lòng,sản phẩm giống mô tả giao hàng đúng hẹn và shippeer thân thiện,5
Cực kì hài lòng,"Giao hàng nhanh, sản phẩm chất lượng.",5
Hài lòng,Không thấy quà tặng kèm theo...,4
Cực kì hài lòng,Thiếu quà tặng nhà shop,5
Cực kì hài lòng,"Sản phẩm chất lượng tốt, giá cả phù hợp",5
Hài lòng,"Sản phẩm OK, giao hàng nhanh, đóng gói cẩn thận.",4
Cực kì hài lòng,"Quá đỉnh, chỉ 317k cho chừng này món, cảm ơn Tiki rất nhiều!!!!",5
Cực kì hài lòng,"giao hàng siêu nhanh, đóng gói cẩn thận, sẽ mua lần sau",5
Cực kì hài lòng,"Đóng gói kỹ, date xa, mùi thơm",5
Cực kì hài lòng,"Hàng chính hãng còn dc quà tặng nữa, giá rẻ hơn sthi nhiều! Sẽ ủng hộ tiếp",5
Cực kì hài lòng,hài lòng,5
Cực kì hài lòng,Rất phù hợp dành cho nhà có trẻ nhỏ,5
Cực kì hài lòng,đã nhận hàng và không thấy quà tặng kèm theo như hình trên app,5
Cực kì hài lòng,Thấy để tặng quà mà khi nhận thì không thấy quà đâu . Còn gói hàng thì sơ xoài,5
Cực kì hài lòng,"Mua trên tiki tính ra rẻ hơn ở ngoài, mà còn được giao tận nơi. Cảm ơn Tiki nhiều. Rẻ nên dùng hàng của Taisun , nó cũng nhỉnh hơn so với Caryn đó ạ",5
Cực kì hài lòng,"Thấm hút tốt, mềm mại, tiện lợi",5
Cực kì hài lòng,Mềm mại và thấm hút tốt. Sẽ ủng hộ shop lần tới. Cám ơn shop nhiều!,5
Rất không hài lòng,"Đặt sản phẩm màu vàng nhưng lại giao màu xanh, mỏng hơn",1
Cực kì hài lòng,"Sản phẩm nhìn đẹp mắt, mẫu mã đẹp, Chất lượng quá tốt, đóng gói hàng cẩn thận, Rất hài lòng mình sẽ quay lại mua tiếp và giới thiệu bạn bè cùng mua...",5
Hài lòng,Mới mua lần đầu mọi thứ đều oke ạh👍👍,5
Cực kì hài lòng,Nhìn cây đu đủ đực bên cạnh ốm tong ốm teo.. lớn k nổi còn cây cái thì to ú.trái mà cả làng ăn k hết..? A ck ảnh kêu nhìn 2 cây đu đủ.giống a với e Ghia? Có ai ăn k ạ... đến e cho ạ chứ nhiều quá ăn k hết,5
Cực kì hài lòng,Tã thấm hút tốt Canh sale dc giá rẻ Sẽ tiếp tục ủng hộ shop,5
Cực kì hài lòng,"Tã hợp cho người lớn tuổi. Sử dụng chất liệu mềm mịn và khô thoáng, tránh bị mồ hôi.",5
Cực kì hài lòng,"Sp tốt, đóng hói kỹ, vừa tầm tiền, phù hợp nguowfi bệnh",5
Hài lòng,"Bỉm tốt, nhưng thực sự mong Tiki đổi cách đóng gói, cho vào thùng giấy, chứ mua bỉm mà bọc 1 đống nilong luôn 😥",4
Cực kì hài lòng,ok,5
Cực kì hài lòng,"Sunmate là hãng của việt nam rẻ mà mình thấy ok ngang vs caryn, giá cả hợp lý và chất lượng lun",5
Cực kì hài lòng,"Sp đúng mô tả, đóng gói cẩn thận, săn sale nên đc giá rẻ, sẽ quay lại mua khi hết",5
Cực kì hài lòng,Tiện lợi,5
Cực kì hài lòng,Thấm hứt tốt,5
Cực kì hài lòng,"Ok, hàng dùng tot",5
Cực kì hài lòng,"Giao hàng tốt nhiệt tình, van chuyen nhanh",5
Cực kì hài lòng,"Tiki đăng mua 1 combo tặng 1 bịch, tôi mua 2 combo ko tặng bịch nào là sao? Mọi người mua thì xem kỹ nha, nhà bán đăng cho vui thôi.",1
Cực kì hài lòng,sản phẩm rất tốt. sẽ ủng hộ shop tiếp tục. xin cảm ơn shop nhiều.,5
Cực kì hài lòng,"Giao hàng nhanh, đóng gói kỹ, sẽ ủng hộ shop tiếp",5
Hài lòng,Giao hàng nhanh. Giá cả hợp lý . Chất lượng tốt,5
Cực kì hài lòng,hàng giao nhanh và chất lương,5
Cực kì hài lòng,"Giá tốt, giao nhanh. Chất lượng tã tốt. Mẹ mình mặc rất vừa vặn!",5
Không hài lòng,sao mình chọn mua đơn hơn 800k mà không được tặng gói chườm nóng ạ,2
Cực kì hài lòng,"giao hàng nhanh, đúng sản phẩm như moontar.",5
Cực kì hài lòng,"Vừa rẻ vừa giao nhanh, luôn hài lòng khi mua hàng ở Tiki",5
Hài lòng,"Dùng rất Ok.., nói chung là hài lòng",4
Hài lòng,"Xài tạm đc, k hút đc nhiều nước",4
Cực kì hài lòng,"Giao hàng nhanh, nhân viên thân thiện…sản phẩm dùng rất vừa và thoải mái",5
Cực kì hài lòng,"Thấm hút tốt, mềm mại",5
Cực kì hài lòng,Tốt giao hàng nhanh,5
Cực kì hài lòng,"Giá mềm dễ xài , thấm hút tốt .",5
Cực kì hài lòng,"Giao nhanh, hàng xài tốt.",5
Cực kì hài lòng,xài rất OK.đợt này không có tặng quà sao,5
Cực kì hài lòng,Cực kỳ hài lòng. Giao hàng nhanh. Mịn. Mỏng. Dùng tốt. Cảm ơn,5
Cực kì hài lòng,giao hàng nhanh . mong có sizze tã quần XL,5
Cực kì hài lòng,chất lượng tốt!! shop giao hơi chậm! tiki xử lí nhanh,5
Bình thường,Cha mình dùng tả này bị tràn,3
Không hài lòng,"Sản phẩm tốt, nhưng dv giao hàng quá chậm. Gần 2 tháng mới nhận hàng, mà sp lại cần gấp!!!",2
Cực kì hài lòng,nhanh,5
Cực kì hài lòng,"Hàng xài ổn, giao hàng nhanh, sẽ ủng hộ shop tiếp",5
Cực kì hài lòng,Tốt,5
Cực kì hài lòng,Ok,5
Cực kì hài lòng,sản phẩm ổn. giao nhanh. cảm ơn shop,5
Hài lòng,Đóng gói cẩn thận cho 5 sao nhưng giao hàng ko đúng sản phẩm.mua 3.9 kg giao 3.6kg .,4
Rất không hài lòng,Khi mua hàng thì trong giỏ hàng có quà tặng đi kèm mà lúc giao thì mở ra ko có.Ko biết TiKi sửa lại sao mà giờ coi lại đơn cũng ko có luôn.Với giá này thì mua tại các siêu thị giá còn tốt hơn.Bij cả 2 đơn mới nản!,1
Cực kì hài lòng,"mọi thứ đều ok, duy chỉ có 1 điều là không nhận được món quà mặc định theo hình ảnh mô tả ""mua là có quà"" là viên vệ sinh lồng giặt ????",5
Cực kì hài lòng,"Tiki ship hàng siêu nhanh, vận chuyển cận thận. Hàng nhận tới tay còn nhiêu bẹn không bị hư hỏng gì. Shipper nhiệt tình, vui vẻ.",5
Cực kì hài lòng,Mùi hương thơm nồng nha Mua combo đc tặng 1 túi giặt nhỏ 50g Giao hàng ko bị hư hại gì rất OK nha,5
Cực kì hài lòng,"Mùi thơm dễ chịu, giặt sạch vết bẩn. Giao hàng nhanh, đầy đủ. Mua giá khuyến mãi nsx mới. Rất đáng mua",5
Cực kì hài lòng,"During the sixth and seventh centuries, the inhabitants of the modern-day states of Gujarat and Rajasthan in North-western India developed a method of gaining access to clean, fresh groundwater during the dry season for drinking, bathing,",5
Cực kì hài lòng,"Mùi thơm dễ chịu. Giặt sạch sẽ thơm tho, omo thì tốt xưa giờ khỏi bàn cãi",5
Cực kì hài lòng,"Nước giặt thơm, đặc, sử dụng tiết kiệm, đọc đúng lượng nước giặt để phù hợp với lượng quần áo không gây dư hay thiếu! Shop đóng gói chắc chắn",5
Cực kì hài lòng,"Giặt rất sạch, mùi thơm, có thể ko dùng thêm nước xả",5
Cực kì hài lòng,"Giao hàng nhanh, đóng gói cẩn thận, chất lượng tốt. Sẽ mua thêm nhiều sản phẩm của shop để ủng hộ.",5
Rất không hài lòng,giá thì ko căn bằng. khuyến mãi thì ko thấy khuyến mãi. trong khi người ta chụp có quà thì mh mua éo có quà. tiki rít chán.. thui. nữa khuyến mãi kểu z thì ko dám mua tiki kểu z nữa. chán chẳng mún nói.,1
Hài lòng,"Hàng mới, giao nhanh. Tuy nhiên với đơn trên 349k có tặng bình nước nhưng ko thấy quà đâu.",4
Cực kì hài lòng,"Omo thì k phải chê về chất lượng rồi. Giao hàng hơi chậm, quà tặng đầy đủ. Bên Tiki ít sp nhưng ship khá ok. Hy vọng Tiki k tăng phí ship như các sàn khác.",5
Cực kì hài lòng,"Đóng gói cẩn thận,giao hàng siêu tốc",5
Cực kì hài lòng,"Omo giá tốt tặng kèm nước lau sàn, giao hàng nhanh.",5
Cực kì hài lòng,"Mua hàng trên Tiki Trading chưa bao giờ bị lỗi gì cả, rất hài lòng nhé. Hàng giao đầy đủ, có thêm 2 gói nước xả nhỏ mà giá rẻ hơn chợ nữa.",5
Cực kì hài lòng,Omo luôn chẤt. Hồi giờ nhà dùng sản phẩm của omo không thôi. Chuyển sang dùng nước giặt khác mùi không thích bằng,5
Hài lòng,Đã nhận được hàng mà ko thấy kèm quà tặng nhé Khi xem thấy trên trang mua combo được quà tặng bình nước hoặc chảo chống dính,4
Cực kì hài lòng,"Giá quá tốt. Nước giặt thơm, sạch quần áo. Tiki giao hàng quá nhanh!",5
Cực kì hài lòng,"Mùi thơm dễ chịu, giặt rất ok. Đã dùng mấy lần rồi. Tiếp tục ủng hộ shop.",5
Cực kì hài lòng,"Hương thơm dễ chịu, giặt sạch. Đóng gói khá cẩn thận.",5
Cực kì hài lòng,"Tiki giao hàng nhanh, lại có quà",5
Cực kì hài lòng,"giao hàng nhanh, tối đặt sáng hôm sau có. nước giặt thơm. trước mua được 3.8kg, h chỉ còn 3.6kg. sản xuất cuối năm 2021.",5
Cực kì hài lòng,"Đóng gói kỹ, giao hàng đúng hẹn luôn",5
Bình thường,Quà không có nước lau sàn,3
Cực kì hài lòng,"Hàng giao đóng gói rất kĩ, giá ổn giao nhanh, mà hội viên Tiki Now nên phí giao hàng không tính thêm quá tiện lợi, mua nhiều lần xài giặt rất ổn",5
Cực kì hài lòng,"Thơm rất dễ chịu, giặt sạch, có lưu hương trên quần áo",5
Cực kì hài lòng,Giao hàng nhanh. Chảo tặng kèm rất rất rát mỏng. Nhưng hàng đk tặng nên chấp nhận.,5
Cực kì hài lòng,"Tiki trading chưa bao giờ làm mình thất vọng, giao hàng nhanh, đóng gói cẩn thận",5
Cực kì hài lòng,Hợp với túi tiền với người dùng,5
Cực kì hài lòng,"Thơm, giặt sạch, thích hợp cho máy cửa trên.",5
Cực kì hài lòng,sản phẩm tốt chất lượng phù hợp với giá tiền giao hàng nhanh sẽ tiếp tục mua trên tikitrading nữa,5
Cực kì hài lòng,"Mùi thơm nhẹ, ổn, giá tốt có quà tặng.",5
Cực kì hài lòng,Không có quà tặng kèm là chảo và bình nước như hình ảnh,5
Cực kì hài lòng,"đã nhận được hàng giao hàng nhanh chóng, shop rất uy tín có cả hàng tặng nữa, sẽ ủng hộ cho shop trong thời gian tới, cảm ơn shop nhiều.",5
Cực kì hài lòng,"Shop giao hàng Nhanh,đóng gói cẩn thận,hỗ trợ khách nhiệt tình,Hàng đúng như sản phẩm Shop đăng bán,Hàng chất lượng.",5
Cực kì hài lòng,"tiki giao hàng nhanh, mới đặt hôm trước hôm sau đã nhận được hàng rồi. săn được sale nên rất hài lòng. cảm ơn shop và tiki nhé.",5
Cực kì hài lòng,"Giao hàng nhanh, đúng sp. Bạn nhân viên giao hàng nhiệt tình , vui vẻ.",5
Không hài lòng,"Mua là có quà, 299k được tặng sản phẩm mà kô thấy đâu, lừa nhau. Hàng nguyên vẹn chỉ thiếu quà",2
Cực kì hài lòng,Mua rất nhiều lần rồi. Giá rẻ mùi thơm sạch,5
Cực kì hài lòng,Giao hàng nhanh. ... Sp đóng gói kỹ,5
Cực kì hài lòng,Tốt nhất ok OK OK OK tuyệt vời nhất cho em nhé,5
Không hài lòng,Hàng bán thì giới thiêu quà tặng khi giao hàng thì không có. Vậy giới thiêu làm gì. Mất hết niềm tin.,2
Cực kì hài lòng,"Hàng chính hãng, gói kỹ và giao nhanh chóng",5
Cực kì hài lòng,"- Sản phẩm tốt, chất lượng, giao hàng nhanh, tư vấn rất nhiệt tình chu đáo, shipper cũng rất dễ thương, cám ơn shop nhiều lắm nhé.",5
Rất không hài lòng,Không có bình nước như quảng cáo và hương comfort không thơm,1
Cực kì hài lòng,"sản phẩm đóng gói cẩn thận, sản phẩm như mô tả, sẽ ủng hộ lần sau",5
Không hài lòng,Không nhận được quà theo mô tả,2
Hài lòng,Giặt sạch cả hoàng hôn,4
Hài lòng,"Dùng tốt, gia hàng nhanh. Nhiệt tình",4
